Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[genotype]	Characteristics[developmental stage]	Characteristics[progenitor cell type]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_STRAND]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[stimulus]	Factor Value[sampling time point]	Unit[time unit]
SM17	ERS2599949	SAMEA4780004	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM17	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM17_2_S17	group 41	sequencing assay	ERX2700481	SM17_2_S17_R1_001.fastq.gz	SM17_2_S17_R1_001.fastq.gz	ERR2685993	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685993/ERR2685993.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM17	ERS2599949	SAMEA4780004	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM17	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM17_3_S17	group 41	sequencing assay	ERX2700481	SM17_3_S17_R1_001.fastq.gz	SM17_3_S17_R1_001.fastq.gz	ERR2685994	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685994/ERR2685994.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM17	ERS2599949	SAMEA4780004	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM17	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM17_4_S17	group 41	sequencing assay	ERX2700481	SM17_4_S17_R1_001.fastq.gz	SM17_4_S17_R1_001.fastq.gz	ERR2685995	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685995/ERR2685995.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM17	ERS2599949	SAMEA4780004	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM17	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM17_S17	group 41	sequencing assay	ERX2700481	SM17_S17_R1_001.fastq.gz	SM17_S17_R1_001.fastq.gz	ERR2685996	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685996/ERR2685996.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM18	ERS2599950	SAMEA4780005	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM18	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM18_2_S18	group 42	sequencing assay	ERX2700482	SM18_2_S18_R1_001.fastq.gz	SM18_2_S18_R1_001.fastq.gz	ERR2685997	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685997/ERR2685997.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM18	ERS2599950	SAMEA4780005	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM18	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM18_3_S18	group 42	sequencing assay	ERX2700482	SM18_3_S18_R1_001.fastq.gz	SM18_3_S18_R1_001.fastq.gz	ERR2685998	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685998/ERR2685998.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM18	ERS2599950	SAMEA4780005	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM18	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM18_4_S18	group 42	sequencing assay	ERX2700482	SM18_4_S18_R1_001.fastq.gz	SM18_4_S18_R1_001.fastq.gz	ERR2685999	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685999/ERR2685999.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM18	ERS2599950	SAMEA4780005	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM18	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM18_S18	group 42	sequencing assay	ERX2700482	SM18_S18_R1_001.fastq.gz	SM18_S18_R1_001.fastq.gz	ERR2686000	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2686000/ERR2686000.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM40	ERS2599951	SAMEA4780006	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM40	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM40_2_S40	group 43	sequencing assay	ERX2700483	SM40_2_S40_R1_001.fastq.gz	SM40_2_S40_R1_001.fastq.gz	ERR2686001	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2686001/ERR2686001.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM40	ERS2599951	SAMEA4780006	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM40	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM40_3_S40	group 43	sequencing assay	ERX2700483	SM40_3_S40_R1_001.fastq.gz	SM40_3_S40_R1_001.fastq.gz	ERR2686002	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2686002/ERR2686002.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM40	ERS2599951	SAMEA4780006	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM40	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM40_4_S40	group 43	sequencing assay	ERX2700483	SM40_4_S40_R1_001.fastq.gz	SM40_4_S40_R1_001.fastq.gz	ERR2686003	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2686003/ERR2686003.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM40	ERS2599951	SAMEA4780006	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM40	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM40_S40	group 43	sequencing assay	ERX2700483	SM40_S40_R1_001.fastq.gz	SM40_S40_R1_001.fastq.gz	ERR2686004	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2686004/ERR2686004.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM41	ERS2599952	SAMEA4780007	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM41	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM41_2_S41	group 44	sequencing assay	ERX2700484	SM41_2_S41_R1_001.fastq.gz	SM41_2_S41_R1_001.fastq.gz	ERR2686005	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2686005/ERR2686005.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM41	ERS2599952	SAMEA4780007	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM41	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM41_3_S41	group 44	sequencing assay	ERX2700484	SM41_3_S41_R1_001.fastq.gz	SM41_3_S41_R1_001.fastq.gz	ERR2686006	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2686006/ERR2686006.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM41	ERS2599952	SAMEA4780007	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM41	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM41_4_S41	group 44	sequencing assay	ERX2700484	SM41_4_S41_R1_001.fastq.gz	SM41_4_S41_R1_001.fastq.gz	ERR2686007	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2686007/ERR2686007.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM41	ERS2599952	SAMEA4780007	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM41	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM41_S41	group 44	sequencing assay	ERX2700484	SM41_S41_R1_001.fastq.gz	SM41_S41_R1_001.fastq.gz	ERR2686008	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2686008/ERR2686008.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM42	ERS2599953	SAMEA4780008	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM42	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM42_2_S42	group 45	sequencing assay	ERX2700485	SM42_2_S42_R1_001.fastq.gz	SM42_2_S42_R1_001.fastq.gz	ERR2686009	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2686009/ERR2686009.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM42	ERS2599953	SAMEA4780008	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM42	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM42_3_S42	group 45	sequencing assay	ERX2700485	SM42_3_S42_R1_001.fastq.gz	SM42_3_S42_R1_001.fastq.gz	ERR2686010	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2686010/ERR2686010.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM42	ERS2599953	SAMEA4780008	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM42	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM42_4_S42	group 45	sequencing assay	ERX2700485	SM42_4_S42_R1_001.fastq.gz	SM42_4_S42_R1_001.fastq.gz	ERR2686011	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2686011/ERR2686011.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM42	ERS2599953	SAMEA4780008	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM42	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM42_S42	group 45	sequencing assay	ERX2700485	SM42_S42_R1_001.fastq.gz	SM42_S42_R1_001.fastq.gz	ERR2686012	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2686012/ERR2686012.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	24	hour
SM4	ERS2599954	SAMEA4780009	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM4	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM4_2_S4	group 46	sequencing assay	ERX2700486	SM4_2_S4_R1_001.fastq.gz	SM4_2_S4_R1_001.fastq.gz	ERR2686013	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2686013/ERR2686013.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM4	ERS2599954	SAMEA4780009	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM4	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM4_3_S4	group 46	sequencing assay	ERX2700486	SM4_3_S4_R1_001.fastq.gz	SM4_3_S4_R1_001.fastq.gz	ERR2686014	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2686014/ERR2686014.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM4	ERS2599954	SAMEA4780009	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM4	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM4_4_S4	group 46	sequencing assay	ERX2700486	SM4_4_S4_R1_001.fastq.gz	SM4_4_S4_R1_001.fastq.gz	ERR2686015	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2686015/ERR2686015.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM4	ERS2599954	SAMEA4780009	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM4	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM4_S4	group 46	sequencing assay	ERX2700486	SM4_S4_R1_001.fastq.gz	SM4_S4_R1_001.fastq.gz	ERR2686016	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2686016/ERR2686016.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM5	ERS2599955	SAMEA4780010	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM5	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM5_2_S5	group 47	sequencing assay	ERX2700487	SM5_2_S5_R1_001.fastq.gz	SM5_2_S5_R1_001.fastq.gz	ERR2686017	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2686017/ERR2686017.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM5	ERS2599955	SAMEA4780010	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM5	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM5_3_S5	group 47	sequencing assay	ERX2700487	SM5_3_S5_R1_001.fastq.gz	SM5_3_S5_R1_001.fastq.gz	ERR2686018	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2686018/ERR2686018.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM5	ERS2599955	SAMEA4780010	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM5	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM5_4_S5	group 47	sequencing assay	ERX2700487	SM5_4_S5_R1_001.fastq.gz	SM5_4_S5_R1_001.fastq.gz	ERR2686019	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2686019/ERR2686019.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM5	ERS2599955	SAMEA4780010	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM5	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM5_S5	group 47	sequencing assay	ERX2700487	SM5_S5_R1_001.fastq.gz	SM5_S5_R1_001.fastq.gz	ERR2686020	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2686020/ERR2686020.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM6	ERS2599956	SAMEA4780011	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM6	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM6_2_S6	group 48	sequencing assay	ERX2700488	SM6_2_S6_R1_001.fastq.gz	SM6_2_S6_R1_001.fastq.gz	ERR2686021	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2686021/ERR2686021.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM6	ERS2599956	SAMEA4780011	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM6	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM6_3_S6	group 48	sequencing assay	ERX2700488	SM6_3_S6_R1_001.fastq.gz	SM6_3_S6_R1_001.fastq.gz	ERR2686022	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2686022/ERR2686022.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM6	ERS2599956	SAMEA4780011	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM6	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM6_4_S6	group 48	sequencing assay	ERX2700488	SM6_4_S6_R1_001.fastq.gz	SM6_4_S6_R1_001.fastq.gz	ERR2686023	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2686023/ERR2686023.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
SM6	ERS2599956	SAMEA4780011	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM6	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM6_S6	group 48	sequencing assay	ERX2700488	SM6_S6_R1_001.fastq.gz	SM6_S6_R1_001.fastq.gz	ERR2686024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2686024/ERR2686024.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	0.5	hour
